ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,טכנולוגיית שידור
7855,פלאפון,560565,חולון,קרית שמונה,חולון,חולון,179877,657170,מתקן גישה אלחוטי,26/12/2022,25/06/2023,07/03/2025,יש היתר,40.5,6.74,שכן מזרחי,דור 3 4
5466,פלאפון,650422,קרית טבעון,טבעון,קרית טבעון,קרית טבעון,211053,735054,תורן קרקעי,02/09/2025,03/11/2022,07/04/2025,יש היתר,26.4,4.53,בתוך מבנה התנועה ליהדות מתקדמת,דור 3 4
7506,פלאפון,721057,אשבל,כביש 2310 ליד מושב ישע,אשכול,אשכול,143069,574183,תורן קרקעי,26/05/2025,04/06/2024,07/04/2025,יש היתר,5.7,0.99,מיגונית,דור 3 4
1612,PHI (משרת את הוט ופרטנר),NE4082F,מזרע,תורן סלקום,מ.א עמק יזרעאל,מזרע,227351,728446,תורן קרקעי,29/09/2024,03/07/2025,07/04/2025,יש היתר,6.6,0.85,מבנה תעשייה דרום מזרחי מדורג במרחק 126 מטר,דור  3 4 5
3708,פלאפון,620751,עמק הירדן,צפונית לישוב אלמגור,עמק הירדן,עמק הירדן,256940,758456,תורן קרקעי,02/01/2025,06/05/2025,07/04/2025,יש היתר,5.0,0.78,קרקע,דור 3 4 5
6256,פלאפון,660091,בית שאן,א.ת בית-שאן בכניסה לעיר מכביש מס 71,בית שאן,בית שאן,247095,713335,תורן על הגג,29/05/2025,06/05/2025,07/04/2025,יש היתר,1.6,0.22,בתוך מפעל,דור 3 4 5
5471,פלאפון,650465,נצרת,"מפעל תע""ש בנצרת",נצרת עילית,נצרת עילית,231677,734372,תורן קרקעי,17/08/2023,14/12/2021,07/04/2025,יש היתר,4.3,0.93,קרקע,דור 3 4
1264,PHI (משרת את הוט ופרטנר),NC4772C,קרית אתא,חנקין 1,עירית קרית אתא,קרית אתא,210173,746449,תורן על הגג,15/01/2025,15/05/2025,07/04/2025,יש היתר,59.2,7.82,העצמאות 114 במרחק 71 מטר,דור  3 4 5
2147,PHI (משרת את הוט ופרטנר),IN4620A,נהריה,קניון נהריה,עירית נהריה,נהריה,209265,766207,אתר זעיר פנימי,12/11/2014,20/04/2025,07/04/2025,יש היתר,41.6,6.59,מפלס הרצפה,דור  3 4
2579,PHI (משרת את הוט ופרטנר),TC0193C,בני ברק,הירקון 65,עירית בני ברק,בני ברק,184265,667267,תורן על הגג,06/02/2025,20/04/2025,07/04/2025,יש היתר,63.6,7.96,הירקון 70-72 בבנייה במרחק 55 מטר,דור  2 3 4 5
1270,PHI (משרת את הוט ופרטנר),SO5066C,נתיבות,יזרעם,מ.מקומית נתיבות,שדות נגב,158045,593937,תורן קרקעי,14/04/2024,20/04/2025,07/04/2025,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,דור  2 3 4
775,PHI (משרת את הוט ופרטנר),NC0868A,מעגן מיכאל,מעגן מיכאל,מ.א חוף הכרמל,מעגן מיכאל,192485,718084,מתקן גישה אלחוטי,12/03/2025,21/04/2025,07/04/2025,יש היתר,49.4,6.38,שורת מבני מגורים קרובה בסמטאת טוסטר במרחק 25.70 מטר,דור  3 4
1479,PHI (משרת את הוט ופרטנר),NE4067C,מגדל העמק,ליד מכבי אש,עירית מגדל העמק,מגדל העמק,223928,730918,תורן קרקעי,15/02/2015,21/06/2023,07/04/2025,יש היתר,6.4,0.84,מבנה,דור  2 3 4
1626,PHI (משרת את הוט ופרטנר),NE4227C,גבת,סילו,מ.א עמק יזרעאל,גבת,220308,731242,אנטנת עוקץ,26/03/2014,21/06/2023,07/04/2025,יש היתר,2.1,0.34,מבנה,דור  2 3 4
1791,PHI (משרת את הוט ופרטנר),NE4597D,קרית טבעון,רחוב ראשי,מ.מקומית  קרית טבעון,קרית טבעון,212464,736393,תורן על הגג,18/02/2025,23/04/2025,07/04/2025,יש היתר,53.1,6.95,מגורים - רח` הדס 2/2 א/ 2ב במרחק 49.30 מטר,דור  2 3 4
1652,PHI (משרת את הוט ופרטנר),NE4432D,מגדל העמק,מגדל העמק,עירית מגדל העמק,מגדל העמק,222703,731155,תורן על הגג,25/03/2020,23/04/2025,07/04/2025,יש היתר,53.5,8.25,במבנה מסחרי במרחק 30 מטר,דור  2 3 4
6258,פלאפון,660106,עמק המעיינות,מעבר גבול נהר הירדן,עמק המעיינות,בקעת בית שאן,254198,711349,תורן על הגג,12/02/2019,26/06/2023,07/04/2025,יש היתר,9.2,1.26,בתוך בניין טרמינל,דור 3 4
7019,פלאפון,430414,בית אורן,צפון מערבית לבית אורן,חוף הכרמל,חוף הכרמל,200772,737777,תורן קרקעי,31/08/2025,27/06/2024,07/04/2025,יש היתר,5.1,1.154,במבנה במרחק 60 מטר ובכיוון °160.,דור 3 4
289,PHI (משרת את הוט ופרטנר),WE0337A,רמת גן,"רש""י 11",עירית רמת גן,רמת גן,183002,666470,מתקן גישה אלחוטי,06/03/2025,29/04/2025,07/04/2025,יש היתר,36.5,6,רשי 13 א במרחק 14 מטר,דור  3 4
2208,PHI (משרת את הוט ופרטנר),SO5658A,רמת חובב,מפעלי ברום רמת חובב,מ.מקומית רמת חובב,רמת חובב,180996,560212,תורן על הגג,01/05/2023,29/06/2023,07/04/2025,יש היתר,3.7,0.76,מכולה במרחק 40 מטר,דור  2 3 4
1099,PHI (משרת את הוט ופרטנר),WE3109A,תל אביב,ברודצקי 36,עירית תל אביב,תל אביב יפו,181210,668323,אנטנה משתפלת,22/01/2025,30/04/2025,07/04/2025,יש היתר,48.8,5.73,יוסף פטאי 14 במרחק 46 מטר,דור  2 3 4 5
1725,PHI (משרת את הוט ופרטנר),WE3443G,תל אביב,ג`ורג` ווייז מול מעונות ברושים,עירית תל אביב,תל אביב יפו,181581,668212,תורן קרקעי,30/06/2024,30/04/2025,07/04/2025,יש היתר,11.9,1.59,מעונות מבנה מס` 454 במרחק 55 מטר,דור  3 4 5
2450,PHI (משרת את הוט ופרטנר),WE6291C,בני ברק,רח` בעלז,עירית בני ברק,בני ברק,184164,665864,תורן על הגג,02/07/2025,30/05/2024,07/04/2025,יש היתר,65.3,8,מבנה משרדים צפוני - חלק גבוה במרחק 25.40 מטר,דור  2 3 4 5
376,PHI (משרת את הוט ופרטנר),MN4869D,נהריה,נהריה ההגנה  ( שפירא 1 פינת הרצל נהריה,עירית נהריה,נהריה,209381,768961,מתקן גישה אלחוטי,28/03/2017,04/09/2022,07/05/2025,יש היתר,12.1,1.54,בהרצל 2 במרחק 57 מטר,דור  3 4
6664,פלאפון,711172,באר שבע,גג מגדל העירייה,באר שבע,באר שבע,180912,573158,אנטנה משתפלת,07/02/2022,06/09/2022,07/05/2025,יש היתר,64.4,7.98,בתוך בניין מגורים התקווה 12 בגובה האנט`,דור 3 4 5
2000,PHI (משרת את הוט ופרטנר),NN1854A,צוריאל,מטע שזיפים ליד לול,מ.א מעלה יוסף,מעלה יוסף,228988,768445,תורן קרקעי,16/09/2018,01/08/2023,07/05/2025,יש היתר,.4,0.06,רמה זו צפויה במבנה תעשיה במרחק 15 מטר,דור  2 3 4
2028,PHI (משרת את הוט ופרטנר),SO5537B,תל שבע,מועצה תל שבע,מ.מקומית תל שבע,תל שבע,186282,572853,תורן על הגג,26/01/2023,01/08/2023,07/05/2025,יש היתר,39.0,5.61,"מבנה אפור - מתנ""ס במרחק 53 מטר",דור  3 4 5
6319,פלאפון,830295,אשקלון,מרכז הטניס שכונת גבעת ציון,אשקלון,אשקלון,159612,618405,תורן קרקעי,30/04/2023,01/11/2023,07/05/2025,יש היתר,.3,0.1,במשרדי מרכז הטניס  מס` 3 & 4  כ- 80 מטר דרומה,דור 3 4 5
2378,PHI (משרת את הוט ופרטנר),SO5939B,באר שבע,ביאליק 24 באר שבע,עירית באר שבע,באר שבע,180144,573753,מתקן גישה אלחוטי,12/08/2018,03/08/2023,07/05/2025,יש היתר,21.1,2.45,בביאליק 17 במרחק 42 מטר,דור  3 4
7064,פלאפון,711480,באר שבע,בצומת הרחובות טוביהו ומצדה,באר שבע,באר שבע,178110,573574,תורן על הגג,28/06/2018,10/10/2023,07/05/2025,יש היתר,39.3,6.05,"על גג בניין מגורים ברחוב חיד""א 23",דור 3 4
4178,פלאפון,630520,צפת,בכניסה לאזור התעשיי,צפת,צפת,245848,763005,תורן על הגג,04/09/2023,08/07/2024,07/05/2025,יש היתר,36.6,5.653,מבנה מסחרי  - גג,דור 3 4 5
3243,פלאפון,614752,ראש פינה,רחוב מעלה גיא אוני,ראש פינה,ראש פינה,251543,763795,תורן על הגג,04/11/2024,08/07/2024,07/05/2025,יש היתר,40.4,5.82,בבית פרטי במרחק 63 מטר ובכיוון °250.,דור 3 4 5
8295,פלאפון,740543,ירוחם,צבי בורשטיין,ירוחם,ירוחם,193168,544130,אנטנת עוקץ,25/02/2015,11/07/2024,07/05/2025,יש היתר,46.3,7.59,קומה עליונה של המבנה,דור 3 4
6266,פלאפון,660292,מלכישוע,כפר מלכישוע הר הגלבוע,בקעת בית שאן,שומרון,239079,705070,תורן על הגג,14/11/2024,09/06/2025,07/05/2025,יש היתר,4.7,0.66,בתוך קרוואן מגורים,דור 3 4
363,PHI (משרת את הוט ופרטנר),MN4703B,הגושרים,מתחם גן הצפון,מ.א הגליל העליון,הגליל העליון,257755,792060,מתקן גישה אלחוטי,11/03/2025,12/05/2025,07/05/2025,יש היתר,38.0,5.36,ארומה - קרקע במרחק 15 מטר,דור  2 3 4
7061,פלאפון,711441,בני שמעון,צומת הנשיא,בני שמעון,בני שמעון,171605,581993,תורן קרקעי,03/08/2020,13/05/2025,07/05/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
7507,פלאפון,721096,תדהר,200 מ` מזרחית לצומת אורים,אשכול,אשכול,154964,580363,תורן קרקעי,09/08/2020,13/05/2025,07/05/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
7068,פלאפון,711538,באר שבע,צומת חטיבת הנגב,באר שבע,באר שבע,183497,573987,תורן קרקעי,10/08/2022,13/05/2025,07/05/2025,יש היתר,4.2,0.822,במבנה  במרחק 52 מטר ובכיוון °150.,דור 3 4 5
7059,פלאפון,711438,באר שבע,הפועלים 17,באר שבע,באר שבע,181771,570540,תורן קרקעי,13/07/2020,13/05/2025,07/05/2025,יש היתר,1.0,0.274,רחוב הפועלים קרקע מרכז מסחרי,דור 3 4 5
5879,פלאפון,654632,נין,בכניסה לניין,נוף הגליל,נין,232581,726992,מתקן גישה אלחוטי,15/10/2025,17/07/2023,07/05/2025,יש היתר,6.6,0.8,בתוך מבנה האנטנות,דור 3 4
7069,פלאפון,711578,בני שמעון,לפני צומת הכניסה לחורה,בני שמעון,בני שמעון,192102,578465,תורן על הגג,30/10/2023,18/07/2024,07/05/2025,יש היתר,3.0,0.628,במבנה ( בתוך המתחם) - קרקע במרחק 8 מטר ובכיוון °90.,דור 3 4 5
6654,פלאפון,711084,חורה,לצד כביש  מס  31 מול חורה,מחוזי דרום,חסר מעמד,195997,574894,תורן על הגג,03/04/2023,18/09/2023,07/05/2025,יש היתר,5.5,1.4,מבנה קרוב מול אנט`,דור 3 4 5
559,PHI (משרת את הוט ופרטנר),NC0536A,כפר מסריק,תחנת דלק סונול  מפגש נעמן,מ.א מטה אשר,עכו,209139,754725,תורן על הגג,28/06/2023,19/07/2023,07/05/2025,יש היתר,12.0,1.64,מבנה GES במרחק 100 מטר,דור  2 3 4 5
6652,פלאפון,711074,באר שבע,רמבם 2,באר שבע,באר שבע,180233,572351,אנטנת עוקץ,24/06/2020,20/05/2025,07/05/2025,יש היתר,38.7,7.97,חלון משרדים רמבם 2,דור 3 4 5
2696,PHI (משרת את הוט ופרטנר),NO4367C,רמת השופט,רמת השופט,מ.א מגידו,מגידו,208526,724151,תורן על הגג,29/08/2017,23/08/2022,07/05/2025,יש היתר,.6,0.11,רמה זו צפויה בבכניסה למשרד במשרדי המועצה האזורית במרחק 31 מט,דור  3 4
41,PHI (משרת את הוט ופרטנר),JS1304O,באר שבע,קניון הנגב באר שבע,עירית באר שבע,באר שבע,180508,572575,תורן על הגג,20/04/2025,25/05/2025,07/05/2025,יש היתר,54.7,6.93,"שח""ל 21 במרחק 75 מטר",דור  3 4 5
1835,PHI (משרת את הוט ופרטנר),SO5407A,תימורים,תימורים על תורן פלאפון,מ.א באר טוביה,תימורים,177603,624371,תורן קרקעי,13/02/2025,26/05/2025,07/05/2025,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,דור  2 3 4
1463,PHI (משרת את הוט ופרטנר),NE1827B,נוף הגליל,כרמל 25,נוף הגליל,נצרת עילית,230039,734504,תורן על הגג,21/07/2020,26/05/2025,07/05/2025,יש היתר,27.6,4.07,במוזיאון השואה במרחק 95 מטר,דור  2 3 4 5
1281,PHI (משרת את הוט ופרטנר),SO5077B,חפץ חיים,מושב חפץ חיים,מ.א נחל שורק,נחל שורק,180671,633415,תורן קרקעי,23/09/2020,26/05/2025,07/05/2025,יש היתר,8.3,1.52,במבנה משרדי במרחק 31 מטר,דור  2 3 4
2225,PHI (משרת את הוט ופרטנר),SO5907A,באר שבע,יוהנה זבוטינסקי,עירית באר שבע,באר שבע,178591,572231,מתקן גישה אלחוטי,25/03/2025,26/05/2025,07/05/2025,יש היתר,40.3,4.39,מגדל מגורים בברש אשר 1 במרחק 30 מטר,דור  3 4
1640,PHI (משרת את הוט ופרטנר),NE4322A,נוף הגליל,"שת""פ פלאפון סלקום ומירס",נוף הגליל,נצרת עילית,231831,737286,תורן קרקעי,03/09/2020,28/05/2025,07/05/2025,יש היתר,15.3,2.06,בקורנית 20 ג -28 ג במרחק 150 מטר,דור  2 3 4 5
7098,פלאפון,711869,באר שבע,יוהנה ז`בוטינסקי 12,באר שבע,באר שבע,178697,572245,אנטנת עוקץ,19/01/2023,29/10/2023,07/05/2025,יש היתר,16.6,2.51,קומה עליונה יוהנה  ז`בוטינסקי 3,דור 3 4
7099,פלאפון,711872,באר שבע,רח` ביאליק 24,באר שבע,באר שבע,180141,573753,אנטנת עוקץ,07/05/2024,30/06/2024,07/05/2025,יש היתר,7.4,1.6,ביאליק 15 קומה עליונה,דור 3 4
8244,פלאפון,610170,אליפלט,ליד בית העלמין,מבואות החרמון,אליפלט,251787,761704,תורן קרקעי,04/05/2023,30/08/2023,07/05/2025,יש היתר,.0,0,אין איזורים מאוכלסים ברציפות,דור 3 4 5
129,PHI (משרת את הוט ופרטנר),WE0225B,רמת גן,מעלה הבנים 20,עירית רמת גן,רמת גן,183272,664939,אנטנת עוקץ,04/09/2025,09/12/2021,07/07/2025,יש היתר,68.7,7.95,מעלה הבנים 33 במרחק 48 מטר,דור  2 3 4 5
4214,פלאפון,811482,ראשון לציון,דרך משה דיין,ראשון לציון,ראשון לציון,175907,655549,תורן קרקעי,01/04/2025,10/01/2022,07/07/2025,יש היתר,32.5,4.413,במבנה תעשייתי במרחק 68 מטר ובכיוון °85.,דור 3 4
6576,פלאפון,320087,תל אביב,משה סנה 21,תל אביב יפו,תל אביב יפו,183646,669791,אנטנה משתפלת,13/02/2023,10/09/2023,07/07/2025,יש היתר,48.6,7.82,משה סנה 22 קומה עליונה,דור 3 4
6637,פלאפון,420865,עוספיה,רח` א-נח`יל 16,דלית אל כרמל,דאלית אל כרמל עספיא,205882,734273,אנטנת עוקץ,12/12/2024,01/09/2024,07/07/2025,יש היתר,30.3,7.148,במרפסת בקומה 2 במרחק 9 מטר ובכיוון °330.,דור 3 4 5
7401,פלאפון,330467,תל אביב,דוד המלך פינת אורי,תל אביב יפו,תל אביב יפו,179840,665312,מתקן גישה אלחוטי,29/05/2024,08/09/2024,07/07/2025,יש היתר,33.3,4.3,קומה עליונה מתחת לאנטנות,דור 3 4
7860,פלאפון,560638,בת ים,ירושלים 30,בת ים,בת ים,176174,659262,מתקן גישה אלחוטי,29/05/2024,09/10/2024,07/07/2025,יש היתר,41.1,6.072,בדירת גג שכן במרחק 7 מטר ובכיוון °130.,דור 3 4
1977,PHI (משרת את הוט ופרטנר),NN1765A,עברון,סלקום עברון,מ.א מטה אשר,מטה אשר,210279,766234,תורן קרקעי,09/10/2023,11/09/2024,07/07/2025,יש היתר,4.2,0.55,מבנה מגורים צפוני במרחק 120 מטר,דור  3 4 5
4272,פלאפון,935673,הרצליה,בן גוריון 14,הרצליה,הרצליה,185309,674606,מתקן גישה אלחוטי,03/07/2025,02/09/2025,07/07/2025,יש היתר,44.3,5.411,בהעצמאות 38 - בניין מגורים - קומה 3 במרחק 17 מטר ובכיוון °220.,דור 3 4 5
8014,סלקום,1155,חדרה,תחנת שאיבה ליד המחלף קיסריה,חדרה,קיסריה,190657,708172,תורן קרקעי,30/04/2025,03/08/2025,07/07/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
8227,פלאפון,340126,תל אביב,דרך השלום 100,תל אביב יפו,תל אביב יפו,181653,663203,אנטנת עוקץ,01/07/2025,09/07/2025,07/07/2025,יש היתר,44.5,7.69,בתוך מרכז גימלאים דרך השלום 98/96,דור 3 4
6300,פלאפון,830109,קרית גת,כניסה דרומית לעיר,שפיר,שפיר,176725,611690,תורן קרקעי,13/05/2025,09/07/2025,07/07/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
7646,סלקום,4131,אשקלון,רח` כצנלסון פינת הרצל,אשקלון,אשקלון,160822,619035,מתקן גישה אלחוטי,29/06/2025,09/07/2025,07/07/2025,יש היתר,47.9,6.21,לשכת תעסוקה כצנלסון 3,דור 2 3 4
3872,סלקום,153,בת ים,רח` הים 2 בת ים,בת ים,בת ים,175768,659606,תורן על הגג,16/07/2024,10/07/2025,07/07/2025,יש היתר,43.3,6.512,במבנה רחוב הים 3 קומה 10,דור 2 3 4 5
6925,סלקום,23180,ראשון לציון,דרומית לבית העלמין של ראשון לציון,ראשון לציון,ראשון לציון,183094,650180,תורן קרקעי,19/05/2025,14/09/2025,07/07/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4 5
7510,פלאפון,910775,אור עקיבא,רוטשילד 20,אור עקיבא,אור עקיבא,192234,712561,תורן על הגג,09/09/2025,17/08/2023,07/07/2025,יש היתר,17.0,2.589,בבית פרטי רחוב עשרת הרוגי מלכות 27 - קומה 1 במרחק 66 מטר ובכיוון °145.,דור 3 4
1631,PHI (משרת את הוט ופרטנר),NE4239A,קרית טבעון,קרית עמל,מ.מקומית  קרית טבעון,קרית טבעון,211064,734988,תורן על הגג,03/05/2022,17/11/2022,07/07/2025,יש היתר,50.2,7.57,במגורים יצחק שדה 31 א 31 במרחק 42 מטר,דור  2 3 4
4870,סלקום,22406,תל אביב -יפו,"רח` עמק ברכה 17 ת""א",תל אביב -יפו,תל אביב יפו,181019,664905,מתקן גישה אלחוטי,23/08/2018,17/11/2022,07/07/2025,יש היתר,29.8,3.79,בקומה עליונה עמק ברכה 19,דור 3 4
777,PHI (משרת את הוט ופרטנר),NC0906J,הבונים,מערבית לכביש 2 בכניסה לבונים,מ.א חוף הכרמל,חוף הכרמל,194247,727382,תורן קרקעי,18/06/2024,19/08/2024,07/07/2025,יש היתר,.9,0.17,מבנה משרדי תעשייתי במרחק 93 מטר,דור  2 3 4
2331,PHI (משרת את הוט ופרטנר),NN4079F,אעבלין,שטח פתוח אעיבלין,מ.מקומית אעבלין,אעבלין,217359,749152,תורן קרקעי,08/09/2020,20/07/2025,07/07/2025,יש היתר,.4,0.05,במשרדים יביל במרחק 15 מטר,דור  2 3 4 5
2161,PHI (משרת את הוט ופרטנר),NN4005C,תמרה,500 מ` דרומית לצומת,עירית תמרה,טמרה,216206,751328,תורן קרקעי,30/03/2022,20/07/2025,07/07/2025,יש היתר,28.0,4.25,במסעדת כוכב גני הגליל - אל קודס 2 במרחק 90 מטר,דור  2 3 4
4245,פלאפון,930961,חוף השרון,מחלף געש,חוף השרון,חוף השרון,184497,681596,תורן קרקעי,08/05/2025,21/07/2025,07/07/2025,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
2555,PHI (משרת את הוט ופרטנר),TC0037H,רמת גן,רחוב פרץ ברנשטייןמלון כפר המכביהרמת גן,עירית רמת גן,רמת גן,183923,662527,תורן על הגג,28/05/2025,21/07/2025,07/07/2025,יש היתר,24.2,2.9,בית מכבי במרחק 104 מטר,דור  2 3 4 5
6173,פלאפון,220614,שעלבים,קיבוץ שעלבים,גזר,שעלבים,198451,642083,אנטנה משתפלת,27/05/2025,23/07/2025,07/07/2025,יש היתר,5.1,0.81,בתוך גן ילדים,דור 3 4
7515,פלאפון,910932,זכרון יעקב,תחנת דלק דור אלון על כביש מס 652,זכרון יעקב,זכרון יעקב,196292,718014,תורן על הגג,27/10/2024,23/07/2025,07/07/2025,יש היתר,4.8,0.639,"במבנה ""אלונית"" - קרקע",דור 3 4 5
5095,פלאפון,814084,ראשון לציון,יסוד המעלה 7,ראשון לציון,ראשון לציון,181971,652047,תורן על הגג,13/02/2025,24/02/2021,07/07/2025,יש היתר,64.1,7.999,מבנה מגורים  לבונטין 12  ק. 9,דור 3 4
309,PHI (משרת את הוט ופרטנר),WE0620C,בני ברק,הדסים 2 - שאול חדד,עירית בני ברק,בני ברק,185371,666731,תורן על הגג,10/06/2024,25/08/2024,07/07/2025,יש היתר,36.6,4.99,אגף צפון מערבי במרחק 14 מטר,דור  2 3 4 5
4206,פלאפון,811400,בית דגן,מנחם בגין 5,בית דגן,בית דגן,183814,656776,תורן על הגג,19/12/2022,26/01/2023,07/07/2025,יש היתר,66.9,7.996,בבניין משרדים מרכזי - קומה 4 במרחק 36 מטר ובכיוון °120.,דור 3 4 5
3381,סלקום,15,בני עטרות,גג מפעל תעשייתי,חבל מודיעין,נמל תעופה בן גוריון,190507,656477,אנטנת עוקץ,17/09/2020,27/01/2021,07/07/2025,יש היתר,47.2,6.72,בתוך קומה עליונה מתחת לאנטנות,דור 2 3 4 5
7414,פלאפון,530582,תל אביב,עמק ברכה 17,תל אביב יפו,תל אביב יפו,181019,664907,מתקן גישה אלחוטי,08/06/2022,28/08/2022,07/07/2025,יש היתר,22.5,3.18,בתוך בניין מגורים ברחוב עמק ברכה 19,דור 3 4
2104,PHI (משרת את הוט ופרטנר),WE3783A,רמת גן,רזיאל 28,עירית רמת גן,רמת גן,183344,662522,תורן על הגג,28/09/2023,28/08/2024,07/07/2025,יש היתר,59.4,6.61,רזיאל 23 במרחק 52 מטר,דור  3 4 5
2262,PHI (משרת את הוט ופרטנר),WE3942A,גבעתיים,דרך יצחק רבין 53,עירית גבעתיים,גבעתיים,182160,663785,תורן על הגג,18/06/2023,28/09/2023,07/07/2025,יש היתר,53.6,5.9,בן צבי 4 במרחק 49 מטר,דור  3 4 5
1239,PHI (משרת את הוט ופרטנר),NC4369B,נהריה,מגדל מים גבעת אוסישקין,עירית נהריה,נהריה,209891,767222,תורן על הגג,13/05/2021,28/11/2021,07/07/2025,יש היתר,27.5,4.18,במבנה בית ספר במרחק 63 מטר,דור  2 3 4 5
771,PHI (משרת את הוט ופרטנר),NC0606G,נהריה,הגדוד 21 נהריה,עירית נהריה,נהריה,209283,766369,תורן על הגג,21/07/2021,28/11/2021,07/07/2025,יש היתר,49.1,7.37,בלוטוס א 44 במרחק 70 מטר,דור  2 3 4 5
3392,סלקום,29,אור עקיבא,אזור התעשיהרח` הזית,אור עקיבא,אור עקיבא,192853,713555,תורן על הגג,21/08/2022,31/12/2023,07/07/2025,יש היתר,10.2,1.599,במבנה רחוב ההדס,דור 2 3 4 5
3200,פלאפון,340456,רמת גן,נגבה 29,רמת גן,רמת גן,183663,664198,מתקן גישה אלחוטי,27/01/2022,03/04/2022,07/08/2025,יש היתר,51.6,6.97,בר כוכבא 30,דור 3 4
27,PHI (משרת את הוט ופרטנר),JS1103F,ירושלים,צומת פת ירושלים,עירית ירושלים,ירושלים,218754,629409,תורן קרקעי,29/09/2024,05/12/2022,07/08/2025,יש היתר,17.5,2.65,רח` דב הוז 6 - מבנה מגורים - קומה 1 במרחק 85 מטר,דור  2 3 4 5
2832,PHI (משרת את הוט ופרטנר),JS1005A,ירושלים,האומן 1,עירית ירושלים,ירושלים,220270,628183,תורן על הגג,10/09/2020,12/08/2025,07/08/2025,יש היתר,25.3,2.73,במבנה משרדים של תחנת דלק -קומה 1 במרחק 41 מטר,דור  2 3 4 5
6995,פלאפון,330144,רמת גן,הירקון 8,רמת גן,רמת גן,181379,665815,אנטנת עוקץ,21/08/2025,14/03/2022,07/08/2025,יש היתר,47.0,8.69,בתוך מבנה בבניה,דור 3 4
1216,PHI (משרת את הוט ופרטנר),EA2203H,ירושלים,מאה שערים,עירית ירושלים,ירושלים,221014,632830,מתקן גישה אלחוטי,12/08/2021,14/11/2021,07/08/2025,יש היתר,56.1,7.97,במבנה מסחרי - גג במרחק 15 מטר,דור  2 3 4
1212,PHI (משרת את הוט ופרטנר),EA2198K,ירושלים,בית ישראל,עירית ירושלים,ירושלים,221286,632816,מתקן גישה אלחוטי,23/01/2019,17/10/2023,07/08/2025,יש היתר,38.8,6.89,במבנה רח` בית ישראל - קומה 1 במרחק 15 מטר,דור  2 3 4
2592,PHI (משרת את הוט ופרטנר),TE0086B,פתח-תקווה,שפיגל 3,עירית פתח תקווה,פתח תקווה,189543,666118,תורן על הגג,03/11/2020,18/08/2025,07/08/2025,יש היתר,39.4,4.94,צפויה בבית דין רבני במרחק 67 מטר,דור  2 3 4 5
2554,PHI (משרת את הוט ופרטנר),TC0036C,גבעתיים,כורזין  1,עירית גבעתיים,גבעתיים,182771,662934,תורן על הגג,11/11/2020,18/08/2025,07/08/2025,יש היתר,6.3,0.75,צפויה בתפוצת ישראל 2 במרחק 85 מטר,דור  2 3 4 5
1570,PHI (משרת את הוט ופרטנר),WE3350C,פתח-תקווה,בזל פינת שמשון- קניון,עירית פתח תקווה,פתח תקווה,187469,666668,תורן על הגג,03/06/2025,18/08/2025,07/08/2025,יש היתר,33.7,4.42,תחנת אוטובוס במרחק 50 מטר,דור  2 3 4 5
130,PHI (משרת את הוט ופרטנר),WE0234A,פתח-תקווה,"רחוב נחשון 8 א.ת. סגולה  פ""ת",עירית פתח תקווה,פתח תקווה,190389,668289,תורן על הגג,15/06/2025,18/08/2025,07/08/2025,יש היתר,31.1,3.59,מודיעין 9 במרחק 55.80 מטר,דור  3 4 5
2589,PHI (משרת את הוט ופרטנר),TE0079D,פתח-תקווה,צבי ברגמן 5,עירית פתח תקווה,פתח תקווה,189735,668282,תורן על הגג,15/06/2025,18/08/2025,07/08/2025,יש היתר,62.3,7.71,מוסכים - צבי ברגמן 4-6 במרחק 50.40 מטר,דור  3 4 5
295,PHI (משרת את הוט ופרטנר),WE0360C,פתח-תקווה,בר כוכבא 40,עירית פתח תקווה,פתח תקווה,189395,666688,תורן על הגג,17/11/2020,18/08/2025,07/08/2025,יש היתר,65.8,8.5,צפויה בבר כוכבא 42 במרחק 51 מטר,דור  2 3 4 5
2599,PHI (משרת את הוט ופרטנר),TE0188A,פתח-תקווה,"קק""ל 6",עירית פתח תקווה,פתח תקווה,189025,665089,אנטנת עוקץ,26/08/2025,18/08/2025,07/08/2025,יש היתר,64.7,7.86,כץ לייב 32-34 במרחק 58 מטר,דור  2 3 4 5
