ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,טכנולוגיית שידור
1090,PHI (משרת את הוט ופרטנר),WE3097I,הרצליה,שירת דבורה,עירית הרצליה,הרצליה,183729,675050,תורן קרקעי,15/07/2020,22/11/2020,01/11/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
1714,PHI (משרת את הוט ופרטנר),WE3381E,הרצליה,צומת גלילות,עירית הרצליה,הרצליה,181457,673276,תורן קרקעי,24/08/2020,24/11/2020,01/11/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
418,PHI (משרת את הוט ופרטנר),RN0676B,אור עקיבא,א.ת. אור עקיבא,מ.מקומית אור עקיבא,אור עקיבא,193387,712162,אתר זעיר פנימי,23/08/2020,09/12/2020,01/12/2020,יש היתר,25.8,5.24,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר ממנה,דור  3 4
464,PHI (משרת את הוט ופרטנר),WE0760B,לוד,כינסה ל  Air port city,עירית לוד,חבל מודיעין,191812,654638,תורן קרקעי,08/09/2020,01/12/2020,02/11/2020,יש היתר,1.3,0.2,בתחנת דלק דור כפר טרומן במרחק 430 מטר,דור  2 3 4
107,PHI (משרת את הוט ופרטנר),TS0421C,שובל,"כביש מס` 246 ב""ש ת""א",מ.א בני שמעון,בני שמעון,175034,590331,תורן קרקעי,08/09/2020,06/12/2020,02/12/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
177,PHI (משרת את הוט ופרטנר),WI0987C,תל אביב,מנחם בגין 150,עירית תל אביב,תל אביב יפו,180794,665173,אתר זעיר פנימי,05/05/2025,16/12/2020,02/12/2020,יש היתר,25.1,3.94,במפלס הרצפה מול אנטנה כלל כיווני ת במרחק 0.5 מטר,דור  3 4
8189,פלאפון,330794,תל אביב,דרך מנחם בגין 150-152.,תל אביב יפו,תל אביב יפו,180791,665183,אתר זעיר פנימי,08/05/2025,18/01/2021,02/12/2020,יש היתר,18.3,3.613,מנחם בגין 150   תל אביב,דור 3 4
5294,סלקום,22721,תל אביב -יפו,מנחם בגין 150 תל אביב,תל אביב -יפו,תל אביב יפו,180825,665166,אתר זעיר פנימי,05/08/2020,23/12/2020,02/12/2020,יש היתר,18.3,3.613,רצפה,דור 3 4
515,PHI (משרת את הוט ופרטנר),WI3855D,תל אביב,השלושה 2,עירית תל אביב,תל אביב יפו,180177,663227,אתר זעיר פנימי,24/12/2019,22/11/2020,03/11/2020,יש היתר,30.2,6.15,במפלס הרצפה מול אנטנת פנל במרחק 0.5מטר,דור  3 4
7794,פלאפון,330616,תל אביב,יד אליהו מול מוטורולה,תל אביב יפו,תל אביב יפו,180242,663243,אתר זעיר פנימי,26/12/2019,24/11/2020,03/11/2020,יש היתר,30.2,6.15,מול אנטנה פנל במרחק 0.5 מטר ממנה,דור 3 4
2879,PHI (משרת את הוט ופרטנר),NS3222E,בחן,בחן,מ.א עמק חפר,עמק חפר,201033,695129,תורן קרקעי,23/03/2020,25/11/2020,03/11/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4
5403,פלאפון,360688,חולון,המנור 7,חולון,חולון,181574,656959,אתר זעיר פנימי,18/10/2020,27/05/2025,04/11/2020,יש היתר,17.9,3.576,במפלס הריצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר ממנ ה .,דור 3 4
649,PHI (משרת את הוט ופרטנר),WE1703D,נווה ימין,אתר קרקעי,מ.א דרום השרון,דרום השרון,195374,675651,תורן קרקעי,15/07/2020,20/10/2020,05/10/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
1900,PHI (משרת את הוט ופרטנר),WE3554B,הרצליה,נתיבי איילון בין גלילות להרצליה,עירית הרצליה,הרצליה,182610,673281,תורן קרקעי,29/07/2025,07/01/2021,05/12/2020,יש היתר,2.5,0.57,מבנה בבית עלמין הרצליה - קרקע במרחק 78 מטר,דור  2 3 4
2877,PHI (משרת את הוט ופרטנר),NS3220A,כפר יעבץ,כפר יעבץ,מ.א לב השרון,לב השרון,196234,686664,תורן קרקעי,15/07/2020,13/10/2020,06/10/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
2735,PHI (משרת את הוט ופרטנר),TE0190A,עינת,שדה כותנה,מ.א דרום השרון,דרום השרון,194419,666633,תורן קרקעי,31/08/2020,14/10/2020,06/10/2020,יש היתר,5.9,0.69,בתחנת דלק סונול במרחק 190 מטר,דור  2 3 4 5
2748,PHI (משרת את הוט ופרטנר),TN0096B,כפר קאסם,צומת קסם,מ.מקומית כפר קאסם,דרום השרון,194325,669663,תורן קרקעי,13/08/2020,18/10/2020,06/10/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
231,PHI (משרת את הוט ופרטנר),NS4415D,פרדס חנה-כרכור,מטע תאנים - איתמר,מ.מקומית פרדס חנה-כרכור,פרדס חנה כרכור,201387,708865,תורן קרקעי,11/08/2020,14/10/2020,07/10/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
2132,PHI (משרת את הוט ופרטנר),IN4502A,קרית ביאליק,קרית ביאליק,עירית קרית ביאליק,קרית ביאליק,208781,749827,אתר זעיר פנימי,14/05/2020,09/12/2020,07/12/2020,יש היתר,23.1,4.67,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר,דור  3 4
2638,PHI (משרת את הוט ופרטנר),WE6548B,רמת השרון,כביש 5,מ.מקומית רמת השרון,רמת השרון,185203,670835,תורן קרקעי,19/08/2020,03/11/2020,08/10/2020,יש היתר,8.0,1.36,בטריבונות מזרחיות של מרכז הטניס במרחק 107 מטר,דור  2 3 4 5
5312,סלקום,22755,קריית גת,אינטל  קריית גת,קריית גת,קרית גת,180288,611548,אתר זעיר פנימי,03/08/2020,24/12/2020,09/12/2020,יש היתר,17.7,3.461,רצפה,דור 3 4
2740,PHI (משרת את הוט ופרטנר),TN0081A,הוד השרון,ז`בוטינסקי מערבית לכביש 4,עירית הוד השרון,הוד השרון,188022,671955,תורן קרקעי,23/07/2020,14/10/2020,10/10/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
865,PHI (משרת את הוט ופרטנר),WE3044C,גבעת ח``ן,פרדס משותף גבעת חן ליד רעננה,מ.א דרום השרון,רעננה,188136,675369,תורן קרקעי,15/07/2020,20/10/2020,10/10/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4 5
854,PHI (משרת את הוט ופרטנר),SO5004A,שיזפון,אתר קרקעי בצומת שיזפון,מ.א חבל אילות,חבל אילות,200585,440224,תורן קרקעי,22/11/2016,19/11/2020,10/11/2020,יש היתר,.8,0.12,הקרקע מול סקטור B/J+S/W במרחק 75 מטר,דור  2 3 4
47,PHI (משרת את הוט ופרטנר),NS3373B,אייל,בריכת שחיה אופ` 1,מ.א דרום השרון,דרום השרון,197463,679640,תורן קרקעי,29/06/2020,17/12/2020,10/12/2020,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4
1488,PHI (משרת את הוט ופרטנר),SO5188A,עומר,בריכת המים,מ.מקומית עומר,עומר,183781,576181,תורן קרקעי,26/07/2020,22/11/2020,11/11/2020,יש היתר,5.8,0.91,במפלס קרקע במרחק 30 מטר,דור  2 3 4 5
6429,סלקום,2700,נווה ירק,בין מחלף ירקון למחלף קאסם,דרום השרון,דרום השרון,192744,669473,תורן קרקעי,02/02/2020,28/02/2021,12/11/2020,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
2782,PHI (משרת את הוט ופרטנר),WI0230C,הרצליה,א.ת. הרצליה פיתוח,עירית הרצליה,הרצליה,182121,673907,אתר זעיר פנימי,21/01/2021,28/02/2021,01/02/2021,יש היתר,13.1,1.4,במפלס הרצפה מול אנטנה כלל כיווני ת- שנקר 9 הרצלי ה במרחק 0.5 מטר,דור  4 5
1520,PHI (משרת את הוט ופרטנר),SO5274A,יבול,"מושב ייבול על גבול מצרים שת""פ עם פלאפון",מ.א אשכול,אשכול,134562,567666,תורן קרקעי,22/12/2020,10/05/2021,01/03/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,דור  2 3 4
434,PHI (משרת את הוט ופרטנר),SI5125B,להבים,שדרות רימון,מ.מקומית להבים,בני שמעון,182478,585813,אתר זעיר פנימי,10/05/2020,15/03/2021,01/03/2021,יש היתר,27.2,5.53,הרצפה מול אנטנת פנל במרחק 0.5 מטר,דור  3 4
2648,PHI (משרת את הוט ופרטנר),JC1176A,רותם,משכיות שתפ סלקום,מ.א בקעת בית שאן,ערבות הירדן,247375,691271,תורן קרקעי,27/01/2025,08/07/2021,01/06/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,דור  2 3 4
7500,פלאפון,712539,מרחבים,בכניסה לישוב מסלול,מרחבים,מרחבים,161121,580574,תורן קרקעי,10/04/2025,14/11/2021,01/11/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
1425,PHI (משרת את הוט ופרטנר),EA2325D,בית שמש,דרומית לשכונה על גיבעה,עירית בית שמש,בית שמש,199240,622932,תורן קרקעי,04/05/2021,19/09/2021,02/09/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות,דור  2 3 4
7532,פלאפון,920128,יקום,א.ת. יקום ליד סילו,חוף השרון,יקום,185582,683636,תורן קרקעי,09/09/2025,14/12/2021,02/12/2021,יש היתר,2.3,0.391,במבנה חקלאי  ק. קרקע במרחק 30 מטר ובכיוון °70.,דור 3 4
1015,PHI (משרת את הוט ופרטנר),NC4195C,אור עקיבא,בריכת אור עקיבא,מ.מקומית אור עקיבא,קיסריה,193446,711537,תורן קרקעי,09/12/2020,07/01/2021,03/01/2021,יש היתר,8.7,1.11,במועדון נוער אור-עקיבא במרחק 146 מטר,דור  2 3 4 5
3382,סלקום,16,חורשים,מצפון לקיבוץ,דרום השרון,דרום השרון,197461,672022,תורן קרקעי,24/12/2020,27/01/2021,03/01/2021,יש היתר,2.1,0.24,בית מגורים מאבן,דור 2 3 4 5
38,PHI (משרת את הוט ופרטנר),JS1195A,אדורה,כביש 60 צומת אדוריים,מ.א הר חברון,הר חברון,203941,598738,תורן קרקעי,23/12/2020,15/07/2021,03/06/2021,יש היתר,1.3,0.29,במבנה חד קומתי - קרקע במרחק 49 מYR,דור  2 3 4
7458,פלאפון,550392,פתח תקווה,מחלף התקווה,פתח תקווה,פתח תקווה,188368,668934,תורן קרקעי,17/07/2025,24/08/2021,03/08/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
506,PHI (משרת את הוט ופרטנר),WI3774B,תל אביב,הברזל 30,עירית תל אביב,תל אביב יפו,185182,668517,אתר זעיר פנימי,15/07/2020,09/06/2021,04/06/2021,יש היתר,17.4,3.44,מול אנטנה כלל כיווני ת במרחק 0.5 מטר,דור  3 4
1094,PHI (משרת את הוט ופרטנר),WE3102G,הרצליה,ליד רחוב המסילה איילון,עירית הרצליה,הרצליה,183266,675183,תורן קרקעי,01/12/2014,04/08/2021,04/07/2021,יש היתר,1.4,0.19,שטח,דור  2 3 4
7050,פלאפון,530231,תל אביב,תל אביב,תל אביב יפו,תל אביב יפו,178215,665311,אתר זעיר פנימי,04/07/2011,21/11/2021,04/10/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3
1962,PHI (משרת את הוט ופרטנר),FN4938B,מבוא חמה,מבוא חמה,מ.א גולן,גולן,261581,734837,תורן קרקעי,13/03/2024,04/02/2021,05/01/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,דור  2 3 4
3505,סלקום,4791,נאות מרדכי,במטעים של הקיבוץ,הגליל העליון,נאות מרדכי,256293,784614,תורן קרקעי,12/02/2019,28/04/2021,05/01/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 2 3 4
1292,PHI (משרת את הוט ופרטנר),SO5093C,באר שבע,נחל עשן באר שבע ליד תורן פלאפון וסלקום,עירית באר שבע,חסר מעמד,177879,576020,תורן קרקעי,15/02/2021,28/04/2021,05/04/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4
4163,פלאפון,630355,מעלות תרשיחא,מבנה מים ששייך למועצה מקומית,מעלות תרשיחא,מעלה יוסף,227817,767579,תורן קרקעי,05/03/2025,12/05/2021,05/05/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
2933,PHI (משרת את הוט ופרטנר),WI0477B,ראשון לציון,אריה שנקר 13,עירית ראשון לציון,ראשון לציון,177189,650873,אתר זעיר פנימי,09/05/2021,14/07/2021,05/07/2021,יש היתר,18.4,3.65,במפלס הרצפה מול אנטנה כלל כיווני ת במרחק 0.5 מטר,דור  3 4
8159,פלאפון,131073,מטה בנימין,בסמוך לגדר היקפית,מטה בנימין,מטה בנימין,223103,640801,תורן קרקעי,15/06/2025,18/08/2021,05/08/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
4043,פלאפון,210017,רמת רזיאל,בקצה הצפון מזרחי של רמת רזיאל,מטה יהודה,רמת רזיאל,207724,631123,תורן קרקעי,20/05/2025,24/08/2021,05/08/2021,יש היתר,22.6,3.365,במבנה במרחק 70 מטר ובכיוון °265.,דור 3 4
627,PHI (משרת את הוט ופרטנר),SI5694A,להבים,"פארק התעשייתי ""עידן הנגב"" ליד להבים",מ.מקומית להבים,בני שמעון,179901,587866,אתר זעיר פנימי,09/06/2021,04/10/2021,05/09/2021,יש היתר,30.3,5.94,במפלס הרצפה מול אנטנת פנל במרחק 0.5 מטר ממנה,דור  3 4
1967,PHI (משרת את הוט ופרטנר),IN0457C,ציפורי,א.ת. ציפורית,מ.א עמק יזרעאל,נצרת עילית,229419,740411,אתר זעיר פנימי,17/06/2021,04/10/2021,05/09/2021,יש היתר,35.1,6.21,במפלס הרצפה מול אנטנת פנל במרחק 0.8 מטר,דור  3 4
3572,סלקום,21929,זרזיר,סמוך לכביש 77במחלף זרזיר,עמק יזרעאל,עמק יזרעאל,220065,737727,תורן קרקעי,03/01/2021,06/12/2021,05/09/2021,יש היתר,25.4,3.341,בחנות מנטה,דור 3 4
4947,פלאפון,210553,ירושלים,עמק  ארזים,מבשרת ציון,מבשרת ציון,216248,634559,תורן קרקעי,08/08/2016,30/09/2021,05/09/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
3722,פלאפון,630063,כאוכב אבו אל היגא,מטע זיתים  כאוכב  תורן משותף פרטנר,כאוכב,משגב,223800,749218,תורן קרקעי,07/08/2025,30/09/2021,05/09/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
6311,פלאפון,830210,לכיש,בשטח חקלאי צפונית לבית קמה,לכיש,לכיש,179610,600275,תורן קרקעי,14/03/2024,21/10/2021,05/10/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4 5
5734,פלאפון,216464,ירושלים,דרך שלווה 2,ירושלים,ירושלים,217831,630534,אתר זעיר פנימי,31/08/2025,23/01/2023,05/12/2021,יש היתר,19.9,3.77,מול אנטנה פנל במרחק   0.5מטר ממנה,דור 3
413,PHI (משרת את הוט ופרטנר),NS6532D,ידידיה,אדמות כפר ידידיה צפון מערב,מ.א עמק חפר,עמק חפר,189530,695560,תורן קרקעי,09/12/2014,24/05/2021,06/05/2021,יש היתר,1.1,0.12,מפלס הקרקע,דור  3 4
2798,PHI (משרת את הוט ופרטנר),WI0313A,אור יהודה,החרושת 32,עירית אור יהודה,אור יהודה,187384,658736,אתר זעיר פנימי,06/01/2013,30/05/2021,06/05/2021,יש היתר,31.7,6.45,מפלס הרצפה,דור  3 4
8260,פלאפון,610331,גולן,במיתחם חב` המים,גולן,גולן,270653,762933,תורן קרקעי,28/04/2021,07/07/2021,06/06/2021,יש היתר,.0,0,אין אזורים מאוכלסים ברציפות,דור 3 4
3960,סלקום,4963,אודם,אזןר הלולים,גולן,גולן,270736,788497,תורן קרקעי,08/06/2020,23/06/2021,06/06/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
71,PHI (משרת את הוט ופרטנר),NS4203F,תלמי אלעזר,תלמי אלעזר,מ.א מנשה אלונה,פרדס חנה כרכור,198336,706781,תורן קרקעי,15/09/2024,28/07/2021,06/06/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת האתר,דור  2 3 4
73,PHI (משרת את הוט ופרטנר),NS4230D,גבעת עדה,מיכל מים גבעת עדה שתפ פלאפון,מ.מקומית גבעת עדה,בנימינה גבעת עדה,200849,715319,תורן קרקעי,17/11/2015,28/07/2021,06/06/2021,יש היתר,5.7,0.63,בקרקע במרחק 100 מטר,דור  2 3 4
82,PHI (משרת את הוט ופרטנר),NS4283A,עין שמר,קיבוץ עין שמר,מ.א מנשה אלונה,מנשה,201906,706742,אנטנת עוקץ,17/11/2015,28/07/2021,06/06/2021,יש היתר,61.3,6.66,קרקע במרחק 50 מטר,דור  2 3 4
100,PHI (משרת את הוט ופרטנר),TS0414B,אתר דרך,צומת פלוגות,מ.א יואב,שפיר,176668,614864,תורן קרקעי,25/03/2021,04/10/2021,06/09/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4
5075,פלאפון,812481,בית נחמיה,מושב בית נחמיה ליד סלקום,מודיעים,בית נחמיה,195750,654529,תורן קרקעי,08/05/2025,24/02/2021,07/02/2021,יש היתר,.7,0.1,"בתוך מבנה ""פונדק הורדים""",דור 3 4
7557,פלאפון,920245,עמק חפר,תורן סלקום הנמצא בשדה פתוח ליד הישוב חני,עמק חפר,עמק חפר,195877,692636,תורן קרקעי,31/08/2025,23/06/2021,07/06/2021,יש היתר,1.4,0.21,בתוך בתי מגורים,דור 3 4
4663,פלאפון,812053,כפר חבד,שטח חקלאי הממוקם  מערבית לכפר חבד כ ? 15,עמק לוד,עמק לוד,185192,654936,תורן קרקעי,15/02/2021,28/06/2021,07/06/2021,יש היתר,3.5,0.799,מבנה מכולה במרחק 4 מטר בכיוון 170 מעלות,דור 3 4
6100,סלקום,22912,שוהם,רקפת 2 שוהם,שוהם,חבל מודיעין,196543,658840,אתר זעיר פנימי,14/07/2021,14/10/2021,07/10/2021,יש היתר,37.1,5.787,רצפה,דור 3 4
936,PHI (משרת את הוט ופרטנר),WI6378A,הרצליה,שד` שבעת הכוכבים 7,עירית הרצליה,הרצליה,183562,674680,אתר זעיר פנימי,24/12/2018,10/01/2022,07/12/2021,יש היתר,32.0,6.39,מול אנטנה כלל כיוונית במרחק 0.6 מטר,דור  3 4
3810,פלאפון,930646,הרצליה,קניון שבעת הכוכבים - רחוב שירת דבורה פינ,הרצליה,הרצליה,183601,674671,אתר זעיר פנימי,24/12/2018,10/01/2022,07/12/2021,יש היתר,32.0,6.394,במפלס הרצפה מול אנטנת פנל במרחק 0.6 מטר ממנה,דור 3 4
3032,סלקום,4534,הרצליה,רח` ספיר 1,הרצליה,הרצליה,182443,674598,אתר זעיר פנימי,06/07/2021,14/12/2021,07/12/2021,יש היתר,27.8,5.681,רצפה,דור 3 4
1194,PHI (משרת את הוט ופרטנר),EA2135B,מודיעין,מודיעין על תורן פלאפון,מ.מקומית מודיעין,מודיעין מכבים רעות,199685,644438,תורן קרקעי,14/11/2021,16/12/2021,07/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  3 4 5
2373,PHI (משרת את הוט ופרטנר),NN4363E,עין דור,שטח פתוח,מ.א עמק יזרעאל,עמק יזרעאל,240473,728596,תורן קרקעי,02/09/2021,20/12/2021,07/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
4355,סלקום,1686,הרצליה,הרב קוק פינת שירת דבורה,הרצליה,הרצליה,183538,674696,אתר זעיר פנימי,02/01/2019,27/01/2022,07/12/2021,יש היתר,32.0,6.394,רצפה,דור 3 4
2510,PHI (משרת את הוט ופרטנר),NN4411A,רשפים,ליד בריכת הדגים,מ.א בקעת בית שאן,בקעת בית שאן,246331,710236,תורן קרקעי,25/05/2021,27/12/2021,07/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
1597,PHI (משרת את הוט ופרטנר),EA2426A,ארגמן,"צפונית ליישוב ארגמן  5 ק""מ",מ.א ערבות הירדן,ערבות הירדן,251991,679775,תורן קרקעי,03/03/2016,30/12/2021,07/12/2021,יש היתר,.9,0.11,בקרקע במרחק 50 מטר,דור  2 3 4
4166,פלאפון,630389,ברעם,אתר חב` המים  ברעם על תורן סלקום,גליל עליון,הגליל העליון,240720,774426,תורן קרקעי,15/10/2025,30/12/2021,07/12/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
1127,PHI (משרת את הוט ופרטנר),WE3163E,כפר ביל``ו,"כפר ביל""ו",מ.א גזר,גזר,184415,641094,תורן קרקעי,17/05/2017,17/02/2021,08/02/2021,יש היתר,8.9,1.22,רמה זו צפויה במפלס קרקע במרחק 10 מטר,דור  2 3 4
5491,פלאפון,820108,באר טוביה,חוות הזרע,באר טוביה,ברורים,179268,630477,תורן קרקעי,26/10/2020,28/02/2021,08/02/2021,יש היתר,.1,0.02,מתחת לסככת תיקון מלגזות,דור 3 4
6965,פלאפון,320987,תל אביב,אברון בקר 8,תל אביב יפו,תל אביב יפו,182904,670059,אתר זעיר פנימי,05/08/2020,21/03/2021,08/03/2021,יש היתר,30.3,4.191,במפלס הרצפה,דור 3
8351,פלאפון,924714,קלנסואה,בשדות כפר יעבץ,לב השרון,לב השרון,198130,686671,תורן קרקעי,15/02/2021,21/04/2021,08/04/2021,יש היתר,.0,0,אין אזור מאוכלס ברציפות,דור 3 4
1542,PHI (משרת את הוט ופרטנר),WE3301B,ראשון לציון,"סוף רח` חומה ומגדל - מערב ראשל""צ קרית גנים",עירית ראשון לציון,ראשון לציון,178490,651970,תורן קרקעי,28/04/2021,01/08/2021,08/06/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4
84,PHI (משרת את הוט ופרטנר),NS4291E,גבעת ניל``י,"גבעת ניל""י",מ.א מנשה אלונה,אלונה,203406,717931,תורן קרקעי,22/08/2016,04/08/2021,08/07/2021,יש היתר,1.4,0.18,רמה זו צפויה במפלס הקרקע מול סקטור C/K במרחק 25 מטר,דור  2 3 4
1822,PHI (משרת את הוט ופרטנר),NN0467B,כפר תבור,תורן מעצ כביש 65,מ.מקומית  כפר תבור,כפר תבור,238232,730763,תורן קרקעי,09/10/2016,11/10/2021,08/07/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות,דור  2 3 4
6552,פלאפון,310116,תל אביב,רח` לבנון חיים 42,תל אביב יפו,תל אביב יפו,181455,668576,אתר זעיר פנימי,02/01/2025,14/07/2021,08/07/2021,יש היתר,29.2,6.248,מול אנטנה כלל כיוונית במרחק 0.5 מטר ממנה.,דור 4
3720,פלאפון,630031,נחף,בהר-זקיף דרומית לכפר נחף,נחף,נחף,228722,759525,תורן קרקעי,16/07/2023,28/07/2021,08/07/2021,יש היתר,4.7,1.04,בתוך מבנה,דור 3 4
2297,PHI (משרת את הוט ופרטנר),IN4698C,עפולה,תחנת רכבת עפולה,עירית עפולה,עפולה,228679,724594,אתר זעיר פנימי,05/03/2020,29/07/2021,08/07/2021,יש היתר,.0,0,כניסה למבנה מתחת לאנטנת במרחק 0.5 מטר ממנה,דור  3 4
4377,סלקום,1754,תל אביב -יפו,"שד` רוטשילד 46 פינת רח` שד""ל 3",תל אביב -יפו,תל אביב יפו,178890,663446,אתר זעיר פנימי,02/09/2021,14/11/2021,08/11/2021,יש היתר,19.6,3.808,רצפה,דור 3 4
501,PHI (משרת את הוט ופרטנר),WI3672A,תל אביב,רח` רוטשילד 46,עירית תל אביב,תל אביב יפו,178867,663477,אתר זעיר פנימי,09/09/2021,17/11/2021,08/11/2021,יש היתר,19.6,3.81,במפלס ברצפה מול אנטנה פנל במרחק 0.5 מטר,דור  3 4
7777,פלאפון,330527,תל אביב,שדרות רוטשילד  פינת רחוב שדל,תל אביב יפו,תל אביב יפו,178883,663465,אתר זעיר פנימי,19/09/2021,17/11/2021,08/11/2021,יש היתר,19.6,3.808,מול אנטנה פנל במרחק 0.5 מטר ממנה,דור 3 4
1617,PHI (משרת את הוט ופרטנר),NE4131A,עפולה,כביש 65,עירית עפולה,עפולה,228497,724667,תורן על הגג,15/03/2021,28/11/2021,08/11/2021,יש היתר,8.9,1.44,בקאנטרי קלאב עפולה במרחק 140 מטר,דור  2 3 4 5
2886,PHI (משרת את הוט ופרטנר),TS0113A,חולון,הרב מימון פינת התנאים אצטדיון כדורגל,עירית חולון,חולון,177420,656802,תורן קרקעי,02/09/2021,22/12/2021,08/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
216,PHI (משרת את הוט ופרטנר),MN4516G,קרית טבעון,צומת העמקים - תורן סלקום,מ.מקומית  קרית טבעון,זבולון,209593,736729,תורן קרקעי,03/04/2016,13/05/2021,09/05/2021,יש היתר,.9,0.1,במבנה זמני במרחק 48 מטר,דור  2 3 4
794,PHI (משרת את הוט ופרטנר),NC4002B,קרית ביאליק,רחוב העצמאות ביאליק דרום,עירית קרית ביאליק,כפר ביאליק,207894,746732,תורן קרקעי,23/11/2011,13/05/2021,09/05/2021,יש היתר,1.1,0.13,שטח בר,דור  2 3 4
602,PHI (משרת את הוט ופרטנר),SI5425B,רחובות,רחוב אופנהיימר,עירית רחובות,רחובות,181720,646339,אתר זעיר פנימי,30/11/2011,27/05/2021,09/05/2021,יש היתר,37.0,6.91,מפלס הרצפה,דור  3 4
5352,פלאפון,215322,ירושלים,רח` עם ועולמו 8,ירושלים,ירושלים,217687,632954,אתר זעיר פנימי,06/07/2017,20/12/2021,09/12/2021,יש היתר,16.9,3.268,במפלס הרצפה,דור 3 4
228,PHI (משרת את הוט ופרטנר),NS4380G,חדרה,גבעת בוסל - חדרה,עירית חדרה,חדרה,193988,704618,תורן קרקעי,04/10/2021,20/12/2021,09/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
1462,PHI (משרת את הוט ופרטנר),NE1826C,מגדל העמק,בריכת מים,עירית מגדל העמק,מגדל העמק,223990,733150,תורן קרקעי,12/08/2021,20/12/2021,09/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  2 3 4 5
1007,PHI (משרת את הוט ופרטנר),NC4135C,עתלית,מזרחית לעתלית ליד כביש 2,מ.מקומית עתלית,עתלית,195550,732533,תורן קרקעי,21/07/2021,20/12/2021,09/12/2021,יש היתר,.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום,דור  3 4
